"","accuracy_delta","accuracy_derived","accuracy_original","feature","class","general.attrtoinst","general.cattonum","general.freqclass.mean","general.freqclass.sd","general.insttoattr","general.nrattr","general.nrbin","general.nrcat","general.nrclass","general.nrinst","general.nrnum","general.numtocat","statistical.cancor.mean","statistical.cancor.sd","statistical.gravity","statistical.cor.mean","statistical.cor.sd","statistical.cov.mean","statistical.cov.sd","statistical.nrdisc","statistical.eigenvalues.mean","statistical.eigenvalues.sd","statistical.gmean.mean","statistical.gmean.sd","statistical.hmean.mean","statistical.hmean.sd","statistical.iqrange.mean","statistical.iqrange.sd","statistical.kurtosis.mean","statistical.kurtosis.sd","statistical.mad.mean","statistical.mad.sd","statistical.max.mean","statistical.max.sd","statistical.mean.mean","statistical.mean.sd","statistical.median.mean","statistical.median.sd","statistical.min.mean","statistical.min.sd","statistical.nrcorattr","statistical.nrnorm","statistical.nroutliers","statistical.range.mean","statistical.range.sd","statistical.sd.mean","statistical.sd.sd","statistical.sdratio","statistical.skewness.mean","statistical.skewness.sd","statistical.sparsity.mean","statistical.sparsity.sd","statistical.tmean.mean","statistical.tmean.sd","statistical.var.mean","statistical.var.sd","statistical.wlambda","model.based.leaves","model.based.leavesbranch.mean","model.based.leavesbranch.sd","model.based.leavescorrob.mean","model.based.leavescorrob.sd","model.based.leaveshomo.mean","model.based.leaveshomo.sd","model.based.leavesperclass.mean","model.based.leavesperclass.sd","model.based.nodes","model.based.nodesperattr","model.based.nodesperinst","model.based.nodesperlevel.mean","model.based.nodesperlevel.sd","model.based.nodesrepeated.mean","model.based.nodesrepeated.sd","model.based.treedepth.mean","model.based.treedepth.sd","model.based.treeimbalance.mean","model.based.treeimbalance.sd","model.based.treeshape.mean","model.based.treeshape.sd","model.based.varimportance.mean","model.based.varimportance.sd"
"Al_sum_K",-1.82599284773197,74.0268523746785,75.8528452224104,"Al_sum_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.273586078994,0.253220329575912,0.228823404715319,0.738257550821759,3.67177958768711,5,13.0648571581845,58.2258843762582,NA,NA,10.0878812824674,29.4993389872931,1.14111488741256,1.56353317258712,15.6534283667176,30.296003841853,0.49579279208495,0.482021946950927,23.5297087645782,41.6710874177649,10.8695323331943,29.3106767134422,10.6044719871909,29.3906120673217,7.69538533841496,28.7853590543691,0.155675675675676,0,71,15.8343234261633,31.9195188518133,1.8772669706805,3.10960682515826,NA,1.68743262647734,3.0595677129028,0.00954619964792642,0.0229796948650448,10.6205313744433,29.3720876564894,13.0648571581845,48.3590092169645,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150055945667519
"RI_div_Mg",-1.82815734989649,74.024687872514,75.8528452224104,"RI_div_Mg",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,0.999999999999999,6.79869977755259e-16,15.2827294384937,0.258018062286854,0.230218115731096,0.74724008246987,3.67238656221354,5,13.0747432166307,58.235187119032,NA,NA,10.1092668623852,29.4925075290451,1.14685014655228,1.56024305193456,15.1730405412814,29.7351098721178,0.500115302922896,0.479248987092205,23.5915798756894,41.6460536324615,10.8900254741008,29.3037978402195,10.6240102974946,29.3842396373381,7.69965200508163,28.7842266968956,0.162162162162162,0,71,15.8919278706077,31.9028822912722,1.8847386952661,3.1066357597538,NA,1.65912228901258,3.02355507884141,0.00958187177032946,0.0229684558020654,10.6403343933959,29.3656182076815,13.0747432166307,48.3564081220998,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.015119307290469
"K_div_Fe",-1.84575569358178,74.0070895288287,75.8528452224104,"K_div_Fe",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.1814601913013e-16,15.2296237293117,0.257835347698764,0.229446431632798,0.727978920446516,3.63857842957189,5,13.022680489304,58.0674654077256,NA,NA,10.1092668623852,29.4925075290451,1.12775459329491,1.56490458545921,15.9465339633846,30.3468095465946,0.50053711208495,0.478816591169925,23.4663754312449,41.6893723683861,10.8819591406065,29.3066373654487,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.161441441441441,0,71,15.7667234261633,31.9288234612076,1.86299037815344,3.11143499203729,NA,1.70962898903002,3.07349325398622,0.00944833976133414,0.0229900376148753,10.6426028464114,29.3648113688157,13.0226804893041,48.3683562287239,NA,36,6.58333333333333,2.22164675088419,0.0277777777777778,0.0431028958593772,1159.30331890332,1683.07376641802,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,2.04049904769308,1.52173913043478,1.12288448436043,5.69014084507042,2.47612340620099,0.0864171754004617,0.0937396600809371,0.111463758680556,0.111644849916663,0.0172413793103448,0.0146605501877664
"Al_sum_Si",-1.84575569358178,74.0070895288287,75.8528452224104,"Al_sum_Si",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.273415766585,0.253185546005333,0.229045418414474,0.736534122650448,3.67097631548348,5,13.0654169188795,58.2203309357076,NA,NA,9.12147442640734,28.5463083750634,1.13484822074589,1.56527074470331,16.0709744847344,30.3023863318628,0.49114731208495,0.481664712021779,22.6347754312449,41.2394508617576,9.90748061979864,28.3766383146985,9.64100532052427,28.4486463696046,6.75085200508163,27.8208308474636,0.157477477477477,0,71,15.8839234261633,31.9056737981056,1.87756776377974,3.10951398793718,NA,1.7515679485968,3.06603111377959,0.00957012095353787,0.0229725993698999,9.65732009239199,28.4300816061902,13.0654169188795,48.3588661011929,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0149390900226535
"Mg_mult_K",-2.17391304347825,73.6789321789322,75.8528452224104,"Mg_mult_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,4.9026121308903e-16,15.1881546260428,0.252644014797511,0.229037048073249,0.733990044715472,3.6723176276972,5,13.0620868934021,58.2249640791774,NA,NA,10.1092668623852,29.4925075290451,1.12099922074589,1.5622511310919,16.0761383642974,30.299690827585,0.48890166728495,0.480252519159042,23.5779487645782,41.6521782529431,10.8775662958111,29.3081117051569,10.6060453205243,29.3901360139921,7.69965200508163,28.7842266968956,0.156396396396396,0,71,15.8782967594966,31.9075433449101,1.87587349114231,3.11000763750991,NA,1.74270633757539,3.07128722876751,0.00957137996962268,0.0229721761608351,10.627465692392,29.369939463226,13.0620868934021,48.3597101462101,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.042549317106332,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.66666666666667,1.74164673034842,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0181818181818182,0.0154127032594469
"Si_sum_Ba",-2.19367588932806,73.6591693330824,75.8528452224104,"Si_sum_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2737389730487,0.253521803578415,0.229423445622768,0.73852859630017,3.67218061720797,5,13.0664362775444,58.2277018752082,NA,NA,9.13839335643529,28.5849188531347,1.13651488741256,1.56499749556858,16.0600903351748,30.3078450276994,0.492333392084951,0.482083854901339,22.6431754312449,41.2504766454078,9.9244120839731,28.4150400187106,9.6585386538576,28.4884974213449,6.76418533841496,27.8518531364277,0.158558558558559,0,71,15.87899009283,31.9073171087561,1.87813539307397,3.10933268066989,NA,1.7423165448401,3.07147300392925,0.00956816819389612,0.0229732459282146,9.67542573341763,28.4712330668327,13.0664362775444,48.3586041954993,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Si_sum_K",-2.21532091097308,73.6375243114374,75.8528452224104,"Si_sum_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2836911673161,0.253962982116176,0.229494821888515,0.738773806740494,3.67180254033808,5,13.0656164783547,58.2263226525759,NA,NA,9.13411000595633,28.5752217509679,1.13598155407923,1.56509981454305,16.0078763446122,30.3298348222453,0.493420632084951,0.482270407262101,22.6146420979116,41.2124751295597,9.92011862602917,28.40538064911,9.6525386538576,28.4749600523912,6.76258533841496,27.8481582496293,0.157837837837838,0,71,15.8520567594966,31.9152515033145,1.8776768000384,3.10947978066598,NA,1.73900013676787,3.07289910312533,0.00956254874168964,0.0229750397244264,9.66967496418686,28.4582650168688,13.0656164783547,48.358814958414,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0150461166028057
"Mg_sum_Ba",-2.2193675889328,73.6334776334776,75.8528452224104,"Mg_sum_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.1837917569823,0.251813172987143,0.227087131473476,0.728127644849195,3.66953262237781,5,13.0550601950265,58.207707833816,NA,NA,10.1092668623852,29.4925075290451,1.13074822074589,1.56536113167061,16.0777412383414,30.2988403043399,0.496484672084951,0.481780016301156,23.5878420979116,41.6477673463247,10.8572974422285,29.3142567160634,10.5831386538576,29.3964260390242,7.69965200508163,28.7842266968956,0.155315315315315,0,71,15.88819009283,31.9042051031439,1.8728443694661,3.11071288042547,NA,1.76306969952021,3.05624553111328,0.00953412926436101,0.0229825935675005,10.6021785539305,29.3771640306659,13.0550601950265,48.361433165673,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0152447270255609
"Si_sum_Ca",-2.25889328063241,73.593951941778,75.8528452224104,"Si_sum_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2579125727104,0.251882880534894,0.227534430220407,0.730195474476351,3.67226270639524,5,13.0478142800601,58.2239644928903,NA,NA,9.02150864936933,28.3012070064496,1.13481488741256,1.56527481491939,16.0103078733215,30.3289648574643,0.49124615208495,0.481708246462115,22.4791754312449,41.0107180869658,9.80731987213509,28.1323440921228,9.5443386538576,28.2128592933001,6.6895186717483,27.6713072817287,0.154594594594595,0,71,15.7896567594966,31.9269028787457,1.87020457952906,3.11114210216008,NA,1.7343245144905,3.07444048907959,0.00957260628399101,0.0229717591584668,9.56003086162276,28.1925970657003,13.0478142800601,48.3631275190567,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0149844884795318
"Al_div_K",-2.25889328063241,73.593951941778,75.8528452224104,"Al_div_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,3.59753376999886e-16,14.9029288172096,0.257549284421835,0.230124824804263,0.672949313943573,3.38281028444701,5,12.0913866758197,56.405144795735,NA,NA,10.1092668623852,29.4925075290451,1.13071184211267,1.56535823138775,15.6581551449654,30.2985565730552,0.49093189157213,0.481564401444886,22.7230420979116,41.3485965633311,10.8368520288592,29.3193605155062,10.5983139624996,29.3924128811021,7.69965200508163,28.7842266968956,0.161801801801802,0,71,15.02339009283,31.2977784230893,1.77520573117893,3.0101233399029,NA,1.67627033928655,3.04783909288363,0.00958331891525453,0.0229679155103131,10.6128630676015,29.3743162339599,12.0913866758197,47.8500749809037,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Mg_sum_K",-2.30434782608695,73.5484973963235,75.8528452224104,"Mg_sum_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.1222064253774,0.250991429547552,0.226988849606679,0.722143088230115,3.66845210227341,5,13.0431352249067,58.1992893205501,NA,NA,10.1092668623852,29.4925075290451,1.12494822074589,1.56407572620462,16.0818942291087,30.2966061300009,0.49510091208495,0.48218729267798,23.5702420979116,41.6554885122263,10.8530039842846,29.3154196746035,10.5771386538576,29.3978461591558,7.69965200508163,28.7842266968956,0.154234234234234,0,72,15.87059009283,31.9099798062354,1.86867429567029,3.11131190310235,NA,1.76176942477494,3.05752045429451,0.00953650182132719,0.0229820598830288,10.5961149641869,29.3786469367296,13.0431352249067,48.3641771846197,NA,38,6.92105263157895,2.51891846104062,0.0263157894736842,0.0410033702098049,1931.88513708514,3263.71289189261,0.166666666666667,0.127480014909368,37,0.528571428571429,0.172897196261682,3.08333333333333,1.92865159365215,1.54166666666667,1.64129235046964,6.02666666666667,2.7409474261271,0.0786814888861949,0.0905951718132889,0.104813425164474,0.1130479770404,0.0175438596491228,0.0150156970489561
"K_sum_Ba",-2.30434782608695,73.5484973963235,75.8528452224104,"K_sum_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.273260476243,0.253328466305505,0.229398207212546,0.740171274423203,3.67269013728776,5,13.0680833004043,58.2313210574647,NA,NA,10.1092668623852,29.4925075290451,1.14388155407923,1.56214939694646,15.7693568429398,30.3421911671345,0.49875799208495,0.480444186103146,23.5702420979116,41.6554885122263,10.8864637973687,29.3050727476284,10.6219386538576,29.3849627961385,7.69965200508163,28.7842266968956,0.157837837837838,0,71,15.87059009283,31.9099798062354,1.87911593620871,3.10900065394665,NA,1.68845011347718,3.0604786398456,0.00947695376326171,0.0229901180167909,10.6385170154689,29.3662548546042,13.0680833004043,48.3581775223345,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.014942787175545
"Mg_mult_Fe",-2.30434782608695,73.5484973963235,75.8528452224104,"Mg_mult_Fe",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,4.33555950913137e-16,15.2823141772425,0.256486711970921,0.229778085564154,0.746344127919137,3.67233076687153,5,13.0754192244179,58.2339091851621,NA,NA,10.1092668623852,29.4925075290451,1.14409322074589,1.56202793582469,16.0453547582434,30.314754132516,0.50053711208495,0.478816591169925,23.6343940979116,41.6245748533879,10.8932296665276,29.3026223537591,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.161081081081081,0,71,15.93474209283,31.8853189707469,1.88571957678197,3.10614271017481,NA,1.72195089111351,3.07587556646075,0.00942253866129098,0.0229877656497123,10.6454461334176,29.3637809798622,13.075419224418,48.3562245676431,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150856525815407
"Mg_div_Fe",-2.31444883618795,73.5383963862225,75.8528452224104,"Mg_div_Fe",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,2.71947991102104e-16,13.3152357355693,0.257126546461797,0.230175542680789,0.643847111786187,3.22458677374655,5,10.3847525088948,51.5957997200642,NA,NA,10.1092668623852,29.4925075290451,1.00056035592254,1.05484786594914,15.8338675836077,30.3530964580941,0.50053711208495,0.478816591169925,22.0619309868005,40.1624206997587,10.8056641488744,29.3250294254595,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.161801801801802,0,71,14.3622789817188,29.5388947927801,1.7003707991043,2.75585831551333,NA,1.70080359942644,3.06944495556075,0.00942253866129098,0.0229877656497123,10.6270546465397,29.37007032227,10.3847525088948,43.0287131150462,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Mg_diff_Si",-2.32411067193675,73.5287345504737,75.8528452224104,"Mg_diff_Si",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.1091027563107,0.251706212207377,0.22775119441921,0.720589488784537,3.66376263198246,5,13.035999683772,58.1769681709694,NA,NA,11.0415883337103,27.9955247594195,1.12758155407923,1.56486470592059,16.0764359584116,30.299533412594,0.486600672084951,0.477958937987548,24.5491754312449,40.3350414151593,11.8283105263407,27.7661265550587,11.5555386538576,27.8807263395068,8.70511867174829,27.1102838837591,0.154954954954955,0,71,15.8440567594966,31.9172706528414,1.86653340436608,3.11145215741178,NA,1.76085521686004,3.05839102577181,0.00958037294165706,0.022969008453211,11.5731447077766,27.8566512192138,13.0359996837721,48.3657107460287,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"RI_div_Fe",-2.69367588932805,73.1591693330824,75.8528452224104,"RI_div_Fe",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,8.04433006106855e-16,14.7482609968954,0.258358722434311,0.229310150799228,0.658069932671703,3.12967921037115,5,11.0970009005273,53.4389167236017,NA,NA,10.1092668623852,29.4925075290451,1.063158081857,1.44283827281164,14.7779846859022,28.8070647724324,0.50053711208495,0.478816591169925,21.6322954312449,38.9113077603512,10.8366416482275,29.3194073200336,10.6296719871909,29.3822058021244,7.69965200508163,28.7842266968956,0.161441441441441,0,71,13.9326434261633,27.6931516010712,1.72735599182489,2.86755655320784,NA,1.63122495244535,2.96736079689549,0.00946076641359983,0.0229903876435413,10.628690587658,29.3695468788812,11.0970009005273,45.7043372962904,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149716944149213
"Al_sum_Ba",-2.71127423301336,73.1415709893971,75.8528452224104,"Al_sum_Ba",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2836667210171,0.252005270105388,0.228569897673985,0.736617804682619,3.67196736253788,5,13.0668889376003,58.2247811745065,NA,NA,10.0919093172906,29.4981436688853,1.14148155407923,1.56337152991066,16.0244822062595,30.3235940481803,0.49618815208495,0.481893085172879,23.5770420979116,41.6525734095623,10.8738257911382,29.3093270693897,10.6112719871909,29.3885079166058,7.69578533841496,28.7852549671261,0.155675675675676,0,71,15.8812567594966,31.9065693807209,1.87839649346915,3.10924659840923,NA,1.72114628709421,3.07583609641576,0.00954619964792642,0.0229796948650448,10.6271580411099,29.3700374477226,13.0668889376003,48.3584873615934,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0141512691831932
"Na_diff_Si",-2.7193675889328,73.1334776334776,75.8528452224104,"Na_diff_Si",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2558456456744,0.254437768128243,0.229134514609416,0.738154854731689,3.67197792258562,5,13.0586149053654,58.228021849756,NA,NA,10.8988686904737,28.3831561011089,1.12684822074589,1.5646793263446,16.0601253651806,30.3078279437195,0.485612272084951,0.476707739206492,24.3815754312449,40.6930610194096,11.6853329562472,28.1618331551141,11.4208053205243,28.2499055298655,8.5427186717483,27.5794450206633,0.157837837837838,0,71,15.8388567594966,31.9185002092217,1.87430269762404,3.11040173543362,NA,1.74205815335245,3.07159404705075,0.00957496577492753,0.0229709435386206,11.4366380411099,28.2312201080365,13.0586149053654,48.3605713503138,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0175438596491228,0.0149771503253854
"Mg_diff_K",-2.75889328063241,73.093951941778,75.8528452224104,"Mg_diff_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.2386710027722,0.251851580469528,0.227755971684045,0.724080492262471,3.66590932993583,5,13.0434059367959,58.1890318039413,NA,NA,10.1092668623852,29.4925075290451,1.12704822074589,1.56473251202904,15.9990583749328,30.3328636005335,0.49144383208495,0.481790617896286,23.5939754312449,41.6449416819077,10.8662588129451,29.3116731524716,10.5914053205243,29.3943147906682,7.78245200508163,28.7525882073365,0.155675675675676,0,71,15.8115234261633,31.9238897020057,1.86875980171652,3.11130394477535,NA,1.77349118370499,3.04446300698039,0.00954619964792642,0.0229796948650448,10.6108565026484,29.374873904867,13.0434059367959,48.3641174060094,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150073320052584
"Mg_sum_Ca",-2.78053830227742,73.072306920133,75.8528452224104,"Mg_sum_Ca",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,6.95552731308039e-16,15.218433392832,0.251226098892494,0.228198115975813,0.726741605269593,3.66862064509266,5,13.046228178792,58.2038053517255,NA,NA,9.95721863129801,29.515131268159,1.13738155407923,1.56480135020807,16.056778519947,30.3094460575985,0.49282759208495,0.48219206978007,23.4371754312449,41.6953042827602,10.7402052303905,29.3286176306653,10.4706053205243,29.4073530806089,7.61338533841496,28.7976539808941,0.152432432432432,0,71,15.82379009283,31.9216940987214,1.86967282136858,3.11120768023529,NA,1.75991383724313,3.05926522233492,0.00956947877083689,0.0229728133178916,10.487442143674,29.3888757118444,13.046228178792,48.3634872427628,NA,36,6.77777777777778,2.48551358430763,0.0277777777777778,0.0423582740590496,1404.6937950938,1788.91058266083,0.166666666666667,0.130289326661762,35,0.5,0.163551401869159,3.18181818181818,1.4709304414677,1.52173913043478,1.3439955768796,5.88732394366197,2.70739355825407,0.101715397377525,0.121515941384873,0.114339192708333,0.116650818377628,0.0185185185185185,0.0153253138927569
"RI_div_K",-4.08300395256917,71.7698412698413,75.8528452224104,"RI_div_K",0,0.327102803738318,0.0144927536231884,0.166666666666667,0.13898760091093,3.05714285714286,70,0,1,6,214,69,69,1,5.76888805915069e-16,14.7546194913761,0.256879659097415,0.230040948732791,0.643956431639008,2.59342335064017,5,12.1053099968307,53.1668754746205,NA,NA,10.1092668623852,29.4925075290451,1.13473459108833,1.56528439508237,15.722587290984,30.3276739233557,0.492889261829372,0.482202833926317,22.6352620979116,41.2400933341425,10.8276830990228,29.3212924169581,10.594784171099,29.3934002550434,7.69965200508163,28.7842266968956,0.161441441441441,0,71,14.93561009283,31.1322947574109,1.77601845192505,3.01198088303743,NA,1.68686927496674,3.05905203153355,0.00958650903031035,0.022966701237765,10.6101555497352,29.3750662251801,12.1053099968308,47.8681426964481,NA,36,6.61111111111111,2.2203960750638,0.0277777777777778,0.0431028958593772,1165.43665223665,1680.04165379086,0.166666666666667,0.120441574381549,35,0.5,0.163551401869159,3.18181818181818,1.99088833530069,1.52173913043478,1.27456107301838,5.71830985915493,2.47376577359614,0.0865494067808268,0.0914504806225048,0.110595703125,0.113393793434766,0.0178571428571429,0.0150108310076572
